Motif	Domain	Interaction Domain Description	Interaction Domain Name
3DID_Ku_N_LIG_3-18	PF03731	Ku_N	Ku_N
3DID_Ku_N_LIG_3-3	PF03731	Ku_N	Ku_N
3DID_Ku_N_LIG_3-47	PF03731	Ku_N	Ku_N
3DID_Ku_N_LIG_4-0	PF03731	Ku_N	Ku_N
3DID_Kunitz_BPTI_LIG_0-0	PF00014	Kunitz_BPTI	Kunitz_BPTI
3DID_LAMTOR5_LIG_0-0	PF16672	LAMTOR5	LAMTOR5
3DID_LAMTOR5_LIG_0-1	PF16672	LAMTOR5	LAMTOR5
3DID_LAMTOR5_LIG_4-0	PF16672	LAMTOR5	LAMTOR5
3DID_LAMTOR5_LIG_6-0	PF16672	LAMTOR5	LAMTOR5
3DID_LSM_LIG_0-0	PF01423	LSM	LSM
3DID_LSM_LIG_0-1	PF01423	LSM	LSM
3DID_LSM_LIG_4-0	PF01423	LSM	LSM
3DID_LSM_LIG_4-3	PF01423	LSM	LSM
3DID_LSM_LIG_4-4	PF01423	LSM	LSM
3DID_LUC7_LIG_0-0	PF03194	LUC7	LUC7
3DID_LUC7_LIG_0-40	PF03194	LUC7	LUC7
3DID_Ldl_recept_b_LIG_0-0	PF00058	Ldl_recept_b	Ldl_recept_b
3DID_Lep_receptor_Ig_LIG_0-0	PF06328	Lep_receptor_Ig	Lep_receptor_Ig
3DID_Lipocalin_LIG_0-0	PF00061	Lipocalin	Lipocalin
3DID_Lipocalin_LIG_0-1	PF00061	Lipocalin	Lipocalin
3DID_MAGE_LIG_0-0	PF01454	MAGE	MAGE
3DID_MAGE_LIG_0-21	PF01454	MAGE	MAGE
3DID_MAP17_LIG_0-0	PF15807	MAP17	MAP17
3DID_MAPKK1_Int_LIG_0-0	PF08923	MAPKK1_Int	MAPKK1_Int
3DID_MAPKK1_Int_LIG_1-0	PF08923	MAPKK1_Int	MAPKK1_Int
3DID_MAPKK1_Int_LIG_1-1	PF08923	MAPKK1_Int	MAPKK1_Int
3DID_MAPKK1_Int_LIG_2-0	PF08923	MAPKK1_Int	MAPKK1_Int
3DID_MATH_2_LIG_1-0	PF22486	MATH_2	MATH_2
3DID_MATH_2_LIG_1-1	PF22486	MATH_2	MATH_2
3DID_MATH_2_LIG_2-0	PF22486	MATH_2	MATH_2
3DID_MATH_2_LIG_2-13	PF22486	MATH_2	MATH_2
3DID_MATH_2_LIG_2-2	PF22486	MATH_2	MATH_2
3DID_MATH_2_LIG_2-21	PF22486	MATH_2	MATH_2
3DID_MATH_2_LIG_2-5	PF22486	MATH_2	MATH_2
3DID_MATH_2_LIG_2-62	PF22486	MATH_2	MATH_2
3DID_MBT_LIG_0-4	PF02820	MBT	MBT
3DID_MCU_LIG_0-0	PF04678	MCU	MCU
3DID_MCU_LIG_0-2	PF04678	MCU	MCU
3DID_MHC_II_alpha_LIG_2-0	PF00993	MHC_II_alpha	MHC_II_alpha
3DID_MHC_II_alpha_LIG_2-5	PF00993	MHC_II_alpha	MHC_II_alpha
3DID_MHC_II_alpha_LIG_2-54	PF00993	MHC_II_alpha	MHC_II_alpha
3DID_MHC_II_alpha_LIG_6-0	PF00993	MHC_II_alpha	MHC_II_alpha
3DID_MHC_II_alpha_LIG_6-16	PF00993	MHC_II_alpha	MHC_II_alpha
3DID_MHC_II_alpha_LIG_6-5	PF00993	MHC_II_alpha	MHC_II_alpha
3DID_MHC_II_beta_LIG_0-0	PF00969	MHC_II_beta	MHC_II_beta
3DID_MHC_II_beta_LIG_1-0	PF00969	MHC_II_beta	MHC_II_beta
3DID_MHC_II_beta_LIG_1-2	PF00969	MHC_II_beta	MHC_II_beta
3DID_MHC_II_beta_LIG_4-0	PF00969	MHC_II_beta	MHC_II_beta
3DID_MHC_II_beta_LIG_4-37	PF00969	MHC_II_beta	MHC_II_beta
3DID_MHC_II_beta_LIG_4-5	PF00969	MHC_II_beta	MHC_II_beta
3DID_MHC_II_beta_LIG_4-54	PF00969	MHC_II_beta	MHC_II_beta
3DID_MHC_I_LIG_14-0	PF00129	MHC_I	MHC_I
3DID_MHC_I_LIG_6-0	PF00129	MHC_I	MHC_I
3DID_MHC_I_LIG_6-1	PF00129	MHC_I	MHC_I
3DID_MIT_LIG_0-0	PF04212	MIT	MIT
3DID_MIT_LIG_0-1	PF04212	MIT	MIT
3DID_MRG_LIG_2-0	PF05712	MRG	MRG
3DID_Med18_LIG_0-0	PF09637	Med18	Med18
3DID_Med18_LIG_0-6	PF09637	Med18	Med18
3DID_Med20_LIG_0-0	PF08612	Med20	Med20
3DID_Menin_LIG_2-0	PF05053	Menin	Menin
3DID_Menin_LIG_2-3	PF05053	Menin	Menin
3DID_Menin_LIG_2-8	PF05053	Menin	Menin
3DID_Metallophos_2_LIG_2-0	PF12850	Metallophos_2	Metallophos_2
3DID_Methyltransf_PK_LIG_2-0	PF05891	Methyltransf_PK	Methyltransf_PK
3DID_MitMem_reg_LIG_12-0	PF13012	MitMem_reg	MitMem_reg
3DID_Mob1_phocein_LIG_2-0	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_2-1	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_3-0	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_3-1	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_3-13	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_3-15	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_3-16	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_3-2	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_8-0	PF03637	Mob1_phocein	Mob1_phocein
3DID_Mob1_phocein_LIG_8-2	PF03637	Mob1_phocein	Mob1_phocein
3DID_Molybdopterin_LIG_1-0	PF00384	Molybdopterin	Molybdopterin
3DID_MotA_ExbB_LIG_0-0	PF01618	MotA_ExbB	MotA_ExbB
3DID_MotA_ExbB_LIG_0-1	PF01618	MotA_ExbB	MotA_ExbB
3DID_MotA_ExbB_LIG_1-0	PF01618	MotA_ExbB	MotA_ExbB
3DID_MotA_ExbB_LIG_1-2	PF01618	MotA_ExbB	MotA_ExbB
3DID_MotA_ExbB_LIG_3-0	PF01618	MotA_ExbB	MotA_ExbB
3DID_MotA_ExbB_LIG_3-1	PF01618	MotA_ExbB	MotA_ExbB
3DID_MotA_ExbB_LIG_3-2	PF01618	MotA_ExbB	MotA_ExbB
3DID_Motile_Sperm_LIG_2-0	PF00635	Motile_Sperm	Motile_Sperm
3DID_Motile_Sperm_LIG_2-2	PF00635	Motile_Sperm	Motile_Sperm
3DID_Motile_Sperm_LIG_2-4	PF00635	Motile_Sperm	Motile_Sperm
3DID_Mt_ATP-synt_B_LIG_0-0	PF05405	Mt_ATP-synt_B	Mt_ATP-synt_B
3DID_NADH-G_4Fe-4S_3_LIG_2-0	PF10588	NADH-G_4Fe-4S_3	NADH-G_4Fe-4S_3
3DID_NADH-G_4Fe-4S_3_LIG_2-3	PF10588	NADH-G_4Fe-4S_3	NADH-G_4Fe-4S_3
3DID_NADH-G_4Fe-4S_3_LIG_2-53	PF10588	NADH-G_4Fe-4S_3	NADH-G_4Fe-4S_3
3DID_NADHdh_LIG_14-0	PF00146	NADHdh	NADHdh
3DID_NADHdh_LIG_14-1	PF00146	NADHdh	NADHdh
3DID_NADHdh_LIG_3-0	PF00146	NADHdh	NADHdh
3DID_NADHdh_LIG_3-1	PF00146	NADHdh	NADHdh
3DID_NAGidase_LIG_0-0	PF07555	NAGidase	NAGidase
3DID_NAGidase_LIG_0-11	PF07555	NAGidase	NAGidase
3DID_NAGidase_LIG_0-3	PF07555	NAGidase	NAGidase
3DID_NAGidase_LIG_2-0	PF07555	NAGidase	NAGidase
3DID_NDUFA12_LIG_0-0	PF05071	NDUFA12	NDUFA12
3DID_NDUFA12_LIG_0-2	PF05071	NDUFA12	NDUFA12
3DID_NDUFA12_LIG_0-3	PF05071	NDUFA12	NDUFA12
3DID_NDUFB10_LIG_3-0	PF10249	NDUFB10	NDUFB10
3DID_NDUF_B5_LIG_2-0	PF09781	NDUF_B5	NDUF_B5
3DID_NDUF_B5_LIG_2-1	PF09781	NDUF_B5	NDUF_B5
3DID_NDUF_B7_LIG_3-0	PF05676	NDUF_B7	NDUF_B7
3DID_NDUF_C2_LIG_0-0	PF06374	NDUF_C2	NDUF_C2
3DID_NDUF_C2_LIG_0-72	PF06374	NDUF_C2	NDUF_C2
3DID_NDUF_C2_LIG_0-73	PF06374	NDUF_C2	NDUF_C2
3DID_NDUS4_LIG_1-0	PF04800	NDUS4	NDUS4
3DID_NEMO_LIG_0-0	PF11577	NEMO	NEMO
3DID_NEMO_LIG_0-1	PF11577	NEMO	NEMO
3DID_NEMO_LIG_0-4	PF11577	NEMO	NEMO
3DID_NIF_LIG_0-0	PF03031	NIF	NIF
3DID_NIF_LIG_0-1	PF03031	NIF	NIF
3DID_NIF_LIG_0-2	PF03031	NIF	NIF
3DID_NMT_C_LIG_1-0	PF02799	NMT_C	NMT_C
3DID_NMT_C_LIG_2-0	PF02799	NMT_C	NMT_C
3DID_NMT_LIG_1-0	PF01233	NMT	NMT
3DID_NO_synthase_LIG_0-0	PF02898	NO_synthase	NO_synthase
3DID_NTF2_LIG_0-0	PF02136	NTF2	NTF2
3DID_NTF2_LIG_0-1	PF02136	NTF2	NTF2
3DID_NTF2_LIG_0-3	PF02136	NTF2	NTF2
3DID_NTF2_LIG_0-4	PF02136	NTF2	NTF2
3DID_NTF2_LIG_2-0	PF02136	NTF2	NTF2
3DID_NTF2_LIG_2-2	PF02136	NTF2	NTF2
3DID_Ndufs5_LIG_1-0	PF10200	Ndufs5	Ndufs5
3DID_Neur_chan_LBD_LIG_4-0	PF02931	Neur_chan_LBD	Neur_chan_LBD
3DID_Neur_chan_LBD_LIG_4-1	PF02931	Neur_chan_LBD	Neur_chan_LBD
3DID_Neur_chan_LBD_LIG_4-2	PF02931	Neur_chan_LBD	Neur_chan_LBD
3DID_Neur_chan_LBD_LIG_4-3	PF02931	Neur_chan_LBD	Neur_chan_LBD
3DID_Neur_chan_LBD_LIG_4-5	PF02931	Neur_chan_LBD	Neur_chan_LBD
3DID_NifU_N_LIG_5-0	PF01592	NifU_N	NifU_N
3DID_NifU_N_LIG_5-1	PF01592	NifU_N	NifU_N
3DID_NmrA_LIG_3-0	PF05368	NmrA	NmrA
3DID_Nop16_LIG_3-0	PF09420	Nop16	Nop16
3DID_Nop52_LIG_0-0	PF05997	Nop52	Nop52
3DID_Nop52_LIG_0-1	PF05997	Nop52	Nop52
3DID_ORC2_LIG_1-0	PF04084	ORC2	ORC2
3DID_ORMDL_LIG_0-0	PF04061	ORMDL	ORMDL
3DID_ORMDL_LIG_0-3	PF04061	ORMDL	ORMDL
3DID_ORMDL_LIG_1-0	PF04061	ORMDL	ORMDL
3DID_OSCP_LIG_1-0	PF00213	OSCP	OSCP
3DID_OSCP_LIG_1-1	PF00213	OSCP	OSCP
3DID_OSCP_LIG_10-0	PF00213	OSCP	OSCP
3DID_OSCP_LIG_10-2	PF00213	OSCP	OSCP
3DID_OSCP_LIG_10-3	PF00213	OSCP	OSCP
3DID_OSCP_LIG_5-0	PF00213	OSCP	OSCP
3DID_PABP_LIG_0-0	PF00658	PABP	PABP
3DID_PABP_LIG_1-0	PF00658	PABP	PABP
3DID_PAC2_LIG_0-0	PF09754	PAC2	PAC2
3DID_PAH_LIG_0-0	PF02671	PAH	PAH
3DID_PAN_1_LIG_0-0	PF00024	PAN_1	PAN_1
3DID_PAN_1_LIG_0-4	PF00024	PAN_1	PAN_1
3DID_PAN_1_LIG_0-5	PF00024	PAN_1	PAN_1
3DID_PAN_1_LIG_0-8	PF00024	PAN_1	PAN_1
3DID_PCI_LIG_2-0	PF01399	PCI	PCI
3DID_PCI_LIG_2-1	PF01399	PCI	PCI
3DID_PCI_LIG_4-0	PF01399	PCI	PCI
3DID_PCNA_C_LIG_0-0	PF02747	PCNA_C	PCNA_C
3DID_PCNA_C_LIG_0-1	PF02747	PCNA_C	PCNA_C
3DID_PCNA_C_LIG_0-12	PF02747	PCNA_C	PCNA_C
3DID_PCNA_C_LIG_0-19	PF02747	PCNA_C	PCNA_C
3DID_PCNA_C_LIG_0-2	PF02747	PCNA_C	PCNA_C
3DID_PCNA_C_LIG_0-27	PF02747	PCNA_C	PCNA_C
3DID_PCNA_C_LIG_0-4	PF02747	PCNA_C	PCNA_C
3DID_PCNA_C_LIG_0-5	PF02747	PCNA_C	PCNA_C
3DID_PCNA_C_LIG_0-7	PF02747	PCNA_C	PCNA_C
3DID_PCNA_N_LIG_0-0	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_0-1	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_0-10	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_0-22	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_0-4	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_0-6	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_0-7	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_8-0	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_8-1	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_8-18	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_8-2	PF00705	PCNA_N	PCNA_N
3DID_PCNA_N_LIG_8-3	PF00705	PCNA_N	PCNA_N
3DID_PDZ_6_LIG_0-0	PF17820	PDZ_6	PDZ_6
3DID_PDZ_LIG_0-0	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-1	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-15	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-17	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-18	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-19	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-2	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-27	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-28	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-3	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-37	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-42	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-49	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-52	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-53	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-68	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-69	PF00595	PDZ	PDZ
3DID_PDZ_LIG_0-8	PF00595	PDZ	PDZ
3DID_PDZ_LIG_10-0	PF00595	PDZ	PDZ
3DID_PDZ_LIG_3-0	PF00595	PDZ	PDZ
3DID_PDZ_LIG_3-1	PF00595	PDZ	PDZ
3DID_PDZ_LIG_3-6	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-0	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-1	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-11	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-14	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-16	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-4	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-6	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-7	PF00595	PDZ	PDZ
3DID_PDZ_LIG_4-9	PF00595	PDZ	PDZ
3DID_PDZ_LIG_8-0	PF00595	PDZ	PDZ
3DID_PDZ_LIG_8-10	PF00595	PDZ	PDZ
3DID_PDZ_LIG_8-24	PF00595	PDZ	PDZ
3DID_PDZ_LIG_8-27	PF00595	PDZ	PDZ
3DID_PDZ_LIG_8-3	PF00595	PDZ	PDZ
3DID_PDZ_LIG_8-32	PF00595	PDZ	PDZ
3DID_PHD-1st_NSD_LIG_0-0	PF23011	PHD-1st_NSD	PHD-1st_NSD
3DID_PHD-1st_NSD_LIG_0-3	PF23011	PHD-1st_NSD	PHD-1st_NSD
3DID_PHD_LIG_0-0	PF00628	PHD	PHD
3DID_PHD_LIG_0-1	PF00628	PHD	PHD
3DID_PHD_LIG_0-46	PF00628	PHD	PHD
3DID_PHD_LIG_0-7	PF00628	PHD	PHD
3DID_PHD_LIG_1-0	PF00628	PHD	PHD
3DID_PHD_LIG_1-1	PF00628	PHD	PHD
3DID_PHD_LIG_1-3	PF00628	PHD	PHD
3DID_PHD_LIG_1-5	PF00628	PHD	PHD
3DID_PHD_LIG_2-0	PF00628	PHD	PHD
3DID_PHD_LIG_2-1	PF00628	PHD	PHD
3DID_PHD_LIG_2-12	PF00628	PHD	PHD
3DID_PHD_LIG_2-2	PF00628	PHD	PHD
3DID_PHD_LIG_2-22	PF00628	PHD	PHD
3DID_PHD_LIG_2-38	PF00628	PHD	PHD
3DID_PHD_LIG_2-6	PF00628	PHD	PHD
3DID_PHD_LIG_3-0	PF00628	PHD	PHD
3DID_PHD_LIG_3-1	PF00628	PHD	PHD
3DID_PHD_LIG_6-0	PF00628	PHD	PHD
3DID_PHD_LIG_6-1	PF00628	PHD	PHD
3DID_PHD_LIG_6-2	PF00628	PHD	PHD
3DID_PHD_LIG_6-24	PF00628	PHD	PHD
3DID_PHD_LIG_6-6	PF00628	PHD	PHD
3DID_PH_TFIIH_LIG_0-0	PF08567	PH_TFIIH	PH_TFIIH
3DID_PH_TFIIH_LIG_0-1	PF08567	PH_TFIIH	PH_TFIIH
3DID_PID_LIG_0-0	PF00640	PID	PID
3DID_PID_LIG_1-0	PF00640	PID	PID
3DID_PID_LIG_1-1	PF00640	PID	PID
3DID_PID_LIG_1-10	PF00640	PID	PID
3DID_PID_LIG_1-2	PF00640	PID	PID
3DID_PK_Tyr_Ser-Thr_LIG_2-0	PF07714	PK_Tyr_Ser-Thr	PK_Tyr_Ser-Thr
3DID_PK_Tyr_Ser-Thr_LIG_6-0	PF07714	PK_Tyr_Ser-Thr	PK_Tyr_Ser-Thr
3DID_PK_Tyr_Ser-Thr_LIG_6-1	PF07714	PK_Tyr_Ser-Thr	PK_Tyr_Ser-Thr
3DID_PP-binding_LIG_1-0	PF00550	PP-binding	PP-binding
3DID_PRMT5_TIM_LIG_0-0	PF17285	PRMT5_TIM	PRMT5_TIM
3DID_PRMT5_TIM_LIG_0-1	PF17285	PRMT5_TIM	PRMT5_TIM
3DID_PRMT_C_LIG_0-0	PF22528	PRMT_C	PRMT_C
3DID_PRMT_C_LIG_0-1	PF22528	PRMT_C	PRMT_C
3DID_PRMT_C_LIG_0-2	PF22528	PRMT_C	PRMT_C
3DID_PTCB-BRCT_LIG_0-0	PF12738	PTCB-BRCT	PTCB-BRCT
3DID_PWWP_LIG_0-0	PF00855	PWWP	PWWP
3DID_PWWP_LIG_0-1	PF00855	PWWP	PWWP
3DID_PWWP_LIG_0-23	PF00855	PWWP	PWWP
3DID_PWWP_LIG_0-42	PF00855	PWWP	PWWP
3DID_PWWP_LIG_0-8	PF00855	PWWP	PWWP
3DID_PWWP_LIG_2-0	PF00855	PWWP	PWWP
3DID_PWWP_LIG_2-13	PF00855	PWWP	PWWP
3DID_Paf1_LIG_0-0	PF03985	Paf1	Paf1
3DID_Paf1_LIG_0-1	PF03985	Paf1	Paf1
3DID_Paf1_LIG_0-4	PF03985	Paf1	Paf1
3DID_Peptidase_C14_LIG_1-1	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_1-6	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_10-0	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_10-1	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_10-2	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_10-4	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_2-0	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_2-1	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_4-0	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_5-0	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_5-1	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_C14_LIG_9-0	PF00656	Peptidase_C14	Peptidase_C14
3DID_Peptidase_M10_LIG_1-0	PF00413	Peptidase_M10	Peptidase_M10
3DID_Peptidase_M10_LIG_1-1	PF00413	Peptidase_M10	Peptidase_M10
3DID_Peptidase_M16_C_LIG_2-0	PF05193	Peptidase_M16_C	Peptidase_M16_C
3DID_Peptidase_M16_C_LIG_5-0	PF05193	Peptidase_M16_C	Peptidase_M16_C
3DID_Peptidase_M16_LIG_2-0	PF00675	Peptidase_M16	Peptidase_M16
3DID_Peptidase_M16_LIG_2-1	PF00675	Peptidase_M16	Peptidase_M16
3DID_Peptidase_M16_LIG_2-13	PF00675	Peptidase_M16	Peptidase_M16
3DID_Peptidase_M16_LIG_2-21	PF00675	Peptidase_M16	Peptidase_M16
3DID_Peptidase_M16_LIG_2-6	PF00675	Peptidase_M16	Peptidase_M16
3DID_Peptidase_M16_LIG_2-7	PF00675	Peptidase_M16	Peptidase_M16
3DID_Peptidase_M1_LIG_1-0	PF01433	Peptidase_M1	Peptidase_M1
3DID_Peptidase_M1_LIG_1-3	PF01433	Peptidase_M1	Peptidase_M1
3DID_Peptidase_M2_LIG_2-0	PF01401	Peptidase_M2	Peptidase_M2
3DID_Peptidase_S8_LIG_6-0	PF00082	Peptidase_S8	Peptidase_S8
3DID_Peptidase_S8_LIG_6-1	PF00082	Peptidase_S8	Peptidase_S8
3DID_Pkinase_LIG_0-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_0-1	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_0-6	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_0-7	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_1-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_1-2	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_1-28	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_1-29	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_11-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_11-10	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_11-18	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_11-48	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_11-5	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_18-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_18-2	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_18-3	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_19-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_19-7	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_20-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_20-2	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_5-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_5-11	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_5-15	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_5-28	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_5-34	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_5-4	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_5-6	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_5-8	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_7-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_7-2	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_7-3	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_7-8	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_9-0	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_9-1	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_9-2	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_9-3	PF00069	Pkinase	Pkinase
3DID_Pkinase_LIG_9-4	PF00069	Pkinase	Pkinase
3DID_Porin_3_LIG_2-0	PF01459	Porin_3	Porin_3
3DID_PqqF-like_C_4_LIG_0-0	PF22456	PqqF-like_C_4	PqqF-like_C_4
3DID_PqqF-like_C_4_LIG_0-1	PF22456	PqqF-like_C_4	PqqF-like_C_4
3DID_PrmA_LIG_0-0	PF06325	PrmA	PrmA
3DID_Pro_isomerase_LIG_1-0	PF00160	Pro_isomerase	Pro_isomerase
3DID_Pro_isomerase_LIG_2-0	PF00160	Pro_isomerase	Pro_isomerase
3DID_Profilin_LIG_0-0	PF00235	Profilin	Profilin
3DID_Profilin_LIG_0-2	PF00235	Profilin	Profilin
3DID_Profilin_LIG_0-4	PF00235	Profilin	Profilin
3DID_Profilin_LIG_0-65	PF00235	Profilin	Profilin
3DID_Proteasome_A_N_LIG_1-0	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_2-0	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_2-1	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_3-0	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_3-1	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_5-0	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_5-1	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_6-0	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_6-19	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_A_N_LIG_6-9	PF10584	Proteasome_A_N	Proteasome_A_N
3DID_Proteasome_LIG_15-0	PF00227	Proteasome	Proteasome
3DID_Proteasome_LIG_17-0	PF00227	Proteasome	Proteasome
3DID_Proteasome_LIG_17-3	PF00227	Proteasome	Proteasome
3DID_Proteasome_LIG_18-0	PF00227	Proteasome	Proteasome
3DID_Proteasome_LIG_18-4	PF00227	Proteasome	Proteasome
3DID_Proteasome_LIG_7-0	PF00227	Proteasome	Proteasome
3DID_Proteasome_LIG_7-2	PF00227	Proteasome	Proteasome
3DID_Proton_antipo_M_LIG_1-0	PF00361	Proton_antipo_M	Proton_antipo_M
3DID_RB_B_LIG_0-0	PF01857	RB_B	RB_B
3DID_RCC1_LIG_0-0	PF00415	RCC1	RCC1
3DID_RNA_pol_A_CTD_LIG_2-0	PF03118	RNA_pol_A_CTD	RNA_pol_A_CTD
3DID_RNA_pol_L_LIG_1-0	PF01193	RNA_pol_L	RNA_pol_L
3DID_RNA_pol_L_LIG_1-1	PF01193	RNA_pol_L	RNA_pol_L
3DID_RNA_pol_L_LIG_1-2	PF01193	RNA_pol_L	RNA_pol_L
3DID_RNA_pol_L_LIG_1-5	PF01193	RNA_pol_L	RNA_pol_L
3DID_RNA_pol_L_LIG_5-0	PF01193	RNA_pol_L	RNA_pol_L
3DID_RNA_pol_L_LIG_5-3	PF01193	RNA_pol_L	RNA_pol_L
3DID_RNA_pol_Rpb1_1_LIG_3-0	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_1_LIG_3-1	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
